carat,cut,depth,table
0.9,Fair,65.0,61.0
0.98,Fair,66.6,56.0
0.93,Premium,60.0,60.0
0.94,Premium,61.9,57.0
1.01,Premium,62.7,58.0
0.99,Fair,60.7,66.0
1.01,Premium,58.9,59.0
0.9,Premium,61.2,62.0
0.9,Fair,64.5,57.0
0.78,Premium,60.6,57.0
0.77,Premium,62.1,60.0
1.0,Premium,62.4,59.0
0.97,Premium,58.8,58.0
0.91,Premium,63.0,59.0
0.91,Premium,62.9,57.0
0.71,Premium,58.1,58.0
0.83,Premium,62.2,60.0
0.7,Premium,61.8,60.0
1.0,Fair,65.8,58.0
1.01,Premium,59.4,61.0
0.71,Premium,62.9,60.0
1.05,Premium,62.8,56.0
1.05,Premium,61.7,59.0
0.74,Premium,59.3,60.0
0.94,Fair,66.0,50.1
0.96,Premium,62.0,57.0
0.8,Premium,61.5,58.0
0.77,Premium,62.7,58.0
0.74,Premium,62.8,59.0
0.93,Fair,64.4,57.0
0.78,Premium,60.9,57.0
1.01,Premium,61.5,62.0
1.0,Premium,59.4,60.0
1.0,Premium,59.8,61.0
1.0,Premium,62.2,62.0
0.51,Premium,62.7,62.0
0.91,Premium,61.3,60.0
0.91,Premium,62.7,58.0
0.91,Premium,62.9,59.0
0.7,Premium,62.5,59.0
0.74,Premium,62.7,56.0
0.8,Premium,62.0,61.0
0.73,Premium,61.2,58.0
0.9,Premium,58.3,60.0
0.86,Premium,62.6,58.0
0.9,Fair,65.6,55.0
1.23,Premium,60.8,59.0
0.91,Premium,62.4,61.0
0.91,Premium,60.4,61.0
0.92,Premium,62.3,59.0
0.9,Premium,58.3,60.0
0.7,Premium,60.6,60.0
0.9,Premium,62.0,55.0
0.9,Premium,63.0,60.0
1.03,Premium,62.0,58.0
0.91,Premium,58.5,60.0
0.91,Premium,60.0,60.0
0.71,Premium,59.0,59.0
0.31,Premium,61.3,58.0
0.31,Premium,60.7,60.0
0.31,Premium,61.8,59.0
0.31,Premium,61.5,59.0
0.3,Premium,61.6,61.0
0.28,Premium,59.6,61.0
0.27,Premium,59.6,61.0
0.36,Premium,62.0,59.0
0.36,Premium,60.9,59.0
0.9,Fair,66.4,59.0
0.95,Fair,64.4,60.0
0.71,Premium,60.2,61.0
0.9,Premium,59.1,59.0
0.9,Premium,62.8,61.0
0.9,Premium,62.6,58.0
0.9,Premium,61.0,59.0
0.9,Premium,62.1,61.0
0.9,Premium,62.8,62.0
0.9,Fair,65.4,56.0
0.9,Fair,65.2,60.0
0.9,Premium,61.4,60.0
1.0,Fair,68.7,55.0
1.1,Premium,59.2,59.0
0.7,Premium,61.0,59.0
0.88,Premium,60.9,61.0
1.06,Premium,62.9,59.0
0.91,Premium,58.0,59.0
1.04,Premium,60.1,58.0
1.04,Premium,61.6,59.0
0.83,Premium,62.0,59.0
1.01,Premium,59.8,58.0
1.01,Premium,61.9,61.0
1.01,Premium,60.9,59.0
0.9,Premium,61.9,58.0
0.9,Premium,61.8,59.0
0.85,Premium,58.5,60.0
0.92,Premium,58.5,57.0
0.88,Premium,61.1,58.0
0.74,Premium,61.1,58.0
0.81,Premium,61.7,59.0
1.14,Fair,64.4,55.0
0.7,Premium,62.9,59.0
0.91,Premium,62.0,62.0
1.0,Premium,62.4,59.0
0.9,Premium,60.6,60.0
0.92,Fair,65.6,57.0
0.9,Premium,60.6,61.0
0.83,Premium,61.9,58.0
0.7,Premium,62.5,60.0
1.01,Premium,61.6,59.0
0.91,Premium,60.9,58.0
1.0,Premium,62.7,57.0
1.01,Premium,59.2,58.0
0.86,Fair,66.5,54.1
1.01,Premium,63.0,60.0
1.0,Fair,65.3,61.0
0.91,Premium,61.3,60.0
0.91,Premium,62.7,58.0
0.7,Premium,61.2,60.0
1.0,Fair,64.9,58.0
1.0,Premium,60.7,59.0
0.77,Premium,61.2,59.0
0.77,Premium,61.3,60.0
0.8,Premium,61.6,58.0
0.9,Premium,59.8,61.0
0.9,Premium,62.4,60.0
0.9,Premium,62.6,62.0
0.9,Fair,65.1,56.0
0.93,Premium,63.0,59.0
0.93,Premium,60.9,61.0
0.8,Premium,62.9,60.0
1.0,Fair,65.7,61.0
1.09,Fair,64.6,58.0
1.03,Premium,62.3,59.0
1.02,Premium,58.9,62.0
0.78,Premium,62.5,57.0
0.9,Premium,60.4,58.0
0.78,Premium,61.5,58.0
0.7,Premium,60.0,59.0
0.76,Premium,60.5,56.0
1.0,Premium,62.9,61.0
1.0,Premium,61.0,59.0
0.7,Premium,59.3,54.0
0.77,Premium,60.5,56.0
1.0,Premium,58.5,59.0
0.91,Premium,60.9,61.0
0.3,Premium,61.7,60.0
0.3,Premium,61.0,58.0
0.23,Premium,61.3,59.0
1.02,Premium,61.4,60.0
0.94,Premium,62.4,58.0
0.9,Premium,61.1,54.0
1.05,Premium,60.9,60.0
0.9,Premium,61.6,58.0
1.5,Premium,60.1,57.0
0.9,Premium,62.5,61.0
0.72,Premium,60.0,57.0
1.01,Fair,65.1,58.0
1.01,Premium,61.5,58.0
1.01,Premium,62.9,58.0
0.74,Premium,62.3,58.0
0.74,Premium,61.1,58.0
0.9,Premium,62.1,59.0
1.11,Premium,62.5,56.0
0.7,Premium,62.5,60.0
1.0,Premium,61.0,60.0
1.0,Premium,59.0,58.0
1.0,Fair,66.1,59.0
0.9,Fair,64.9,57.0
0.9,Premium,63.0,58.0
0.9,Fair,64.5,61.0
0.78,Premium,63.0,58.0
0.91,Premium,60.9,58.0
1.01,Fair,64.8,55.0
0.9,Premium,62.4,55.0
0.9,Premium,61.6,58.0
0.71,Premium,61.6,58.0
1.13,Premium,62.7,59.0
0.83,Premium,60.7,58.0
1.01,Fair,64.4,59.0
0.9,Premium,62.9,60.0
0.9,Premium,61.2,61.0
0.98,Premium,62.3,56.0
0.75,Premium,62.5,56.0
0.89,Premium,60.5,59.0
0.9,Premium,59.9,58.0
0.8,Premium,63.0,56.0
0.78,Premium,62.8,60.0
0.83,Premium,60.2,60.0
1.02,Premium,61.2,57.0
1.02,Premium,61.8,58.0
0.91,Premium,62.1,56.0
1.01,Premium,61.7,58.0
1.01,Premium,61.8,60.0
0.9,Fair,65.9,60.0
0.7,Premium,61.0,59.0
0.8,Premium,62.1,60.0
0.7,Premium,61.6,59.0
1.52,Fair,64.9,58.0
0.83,Premium,58.4,59.0
1.01,Premium,62.0,60.0
1.01,Premium,61.8,54.0
0.9,Premium,62.2,61.0
0.9,Premium,61.5,61.0
0.9,Premium,59.0,59.0
0.9,Fair,65.5,59.0
0.91,Premium,58.3,60.0
1.0,Premium,62.2,51.0
1.0,Fair,65.5,57.0
1.0,Fair,65.5,57.0
1.04,Premium,61.6,58.0
1.02,Premium,61.6,58.0
0.82,Premium,62.1,56.0
0.8,Premium,62.5,58.0
1.02,Premium,60.4,62.0
1.11,Premium,59.5,58.0
1.0,Premium,62.4,58.0
1.0,Premium,61.9,62.0
1.24,Premium,61.1,62.0
0.84,Premium,62.4,60.0
0.92,Premium,60.7,58.0
1.03,Fair,65.7,58.0
1.03,Fair,65.2,56.0
0.31,Premium,62.0,58.0
0.31,Premium,61.4,58.0
0.96,Fair,65.6,58.0
1.01,Premium,59.8,61.0
0.92,Fair,64.5,60.0
0.9,Fair,64.8,58.0
0.9,Fair,64.6,55.0
0.78,Premium,62.2,58.0
0.79,Premium,61.2,56.0
0.9,Premium,62.4,58.0
1.01,Fair,64.6,59.0
1.0,Fair,64.7,58.0
1.52,Premium,61.2,58.0
1.13,Premium,62.7,59.0
0.71,Premium,61.9,58.0
0.9,Premium,62.7,58.0
1.07,Fair,66.8,57.0
0.92,Premium,58.8,59.0
1.07,Premium,62.2,58.0
0.91,Premium,58.9,61.0
0.91,Premium,61.0,51.0
1.01,Fair,66.4,57.0
1.07,Premium,62.3,60.0
0.92,Premium,62.5,59.0
0.9,Premium,60.7,59.0
1.03,Premium,61.6,58.0
0.92,Premium,62.4,57.0
0.92,Premium,62.0,60.0
0.92,Premium,59.4,62.0
0.9,Premium,61.4,58.0
0.9,Premium,61.3,59.0
0.83,Premium,62.5,54.0
0.83,Premium,59.7,59.0
0.73,Premium,60.0,58.0
0.83,Premium,60.2,60.0
1.0,Premium,59.2,61.0
1.01,Premium,62.5,62.0
1.01,Premium,61.7,58.0
1.01,Premium,61.8,60.0
1.01,Premium,60.2,61.0
1.04,Premium,62.8,59.0
1.04,Fair,66.1,60.0
0.72,Premium,62.9,59.0
0.9,Premium,61.7,56.0
1.0,Premium,60.0,60.0
1.19,Premium,60.2,61.0
1.16,Premium,62.1,58.0
1.15,Premium,61.2,58.0
1.0,Fair,65.1,59.0
0.82,Premium,62.6,60.0
0.9,Premium,58.7,58.0
0.71,Premium,61.1,58.0
0.91,Premium,62.7,58.0
1.06,Premium,58.4,62.0
0.9,Premium,58.8,59.0
0.9,Premium,62.2,58.0
0.76,Premium,61.7,59.0
1.02,Premium,62.2,52.0
0.79,Premium,62.6,56.0
0.98,Fair,68.6,58.0
1.0,Premium,60.2,58.0
1.0,Premium,61.3,57.0
1.0,Fair,64.8,59.0
1.0,Premium,60.0,62.0
1.0,Premium,60.9,61.0
1.0,Premium,60.2,58.0
0.97,Premium,60.4,61.0
0.7,Premium,61.9,60.0
1.11,Premium,61.9,58.0
0.7,Premium,62.2,58.0
0.84,Premium,62.4,60.0
0.99,Fair,71.6,57.0
1.05,Premium,59.4,62.0
0.93,Premium,60.8,59.0
1.01,Fair,60.1,66.0
1.01,Fair,68.7,58.0
1.01,Fair,67.3,62.0
1.01,Fair,66.7,64.0
1.01,Premium,61.3,58.0
1.01,Premium,62.2,58.0
1.02,Premium,62.6,60.0
0.9,Premium,62.6,60.0
0.9,Premium,62.2,60.0
1.05,Premium,60.7,61.0
1.5,Premium,61.1,59.0
0.72,Premium,62.7,56.0
1.09,Premium,61.3,60.0
0.83,Premium,58.8,58.0
1.04,Premium,62.0,59.0
1.1,Premium,62.9,59.0
0.71,Premium,60.9,58.0
1.01,Premium,58.0,60.0
1.1,Premium,59.7,62.0
1.11,Premium,60.4,59.0
1.13,Premium,62.3,56.0
0.91,Premium,61.7,58.0
0.9,Premium,62.4,57.0
0.31,Premium,61.2,60.0
0.31,Premium,61.4,58.0
0.31,Premium,61.0,58.0
1.04,Premium,62.4,58.0
1.0,Premium,59.9,55.0
0.9,Fair,64.6,56.0
1.05,Fair,66.0,60.0
0.9,Premium,62.0,58.0
1.03,Fair,65.1,57.0
0.91,Premium,62.6,56.0
0.92,Premium,62.0,60.0
0.71,Premium,60.0,58.0
0.91,Premium,61.4,60.0
0.9,Premium,61.4,58.0
0.73,Premium,60.0,58.0
0.91,Premium,59.5,62.0
1.01,Premium,60.1,58.0
0.93,Premium,59.5,60.0
0.98,Fair,61.8,66.0
0.92,Premium,62.4,58.0
0.9,Premium,60.7,61.0
0.83,Premium,61.3,59.0
0.79,Premium,62.1,59.0
0.9,Fair,64.5,57.0
0.9,Premium,60.0,56.0
0.9,Premium,61.9,58.0
0.9,Premium,60.0,59.0
0.9,Premium,58.4,62.0
1.0,Fair,67.7,57.0
1.06,Fair,65.3,62.0
1.02,Fair,66.6,58.0
1.0,Premium,62.0,60.0
1.0,Fair,65.2,56.0
1.0,Fair,43.0,59.0
1.0,Premium,60.1,61.0
1.0,Premium,60.1,61.0
1.03,Premium,62.8,58.0
0.91,Premium,61.1,59.0
0.91,Premium,62.8,61.0
1.0,Premium,59.8,58.0
1.0,Fair,65.1,58.0
1.0,Premium,59.1,62.0
1.0,Premium,59.6,62.0
1.0,Premium,59.7,62.0
1.0,Premium,63.0,56.0
0.71,Premium,62.0,58.0
1.16,Premium,61.8,59.0
0.91,Premium,61.0,58.0
0.91,Premium,62.7,59.0
0.77,Premium,62.1,57.0
0.93,Premium,62.8,58.0
0.92,Premium,58.4,58.0
0.92,Premium,62.9,58.0
1.02,Premium,58.9,60.0
0.95,Premium,58.8,60.0
1.11,Premium,61.9,58.0
1.02,Premium,62.5,58.0
1.01,Premium,61.9,59.0
0.96,Fair,68.8,56.0
1.09,Premium,62.7,60.0
0.9,Premium,62.2,60.0
0.9,Premium,61.3,60.0
0.9,Premium,60.8,60.0
0.9,Premium,60.1,59.0
1.01,Premium,59.6,62.0
1.01,Premium,59.6,60.0
0.91,Premium,62.2,58.0
1.03,Premium,62.2,60.0
0.95,Premium,62.6,59.0
1.04,Premium,62.0,59.0
0.91,Premium,62.8,58.0
0.91,Premium,61.9,57.0
0.9,Premium,62.0,61.0
1.12,Premium,61.2,58.0
1.0,Fair,66.7,57.0
0.9,Premium,61.9,59.0
1.12,Fair,64.6,57.0
1.17,Premium,62.8,58.0
0.91,Premium,62.2,60.0
0.9,Premium,62.6,62.0
1.01,Premium,63.0,59.0
1.01,Fair,66.1,56.0
0.95,Premium,60.5,62.0
1.06,Premium,61.3,60.0
1.05,Premium,61.1,59.0
0.82,Premium,61.8,58.0
0.96,Fair,57.7,67.0
1.01,Premium,62.3,55.0
0.81,Premium,61.5,58.0
0.92,Premium,62.2,58.0
1.03,Premium,62.3,58.0
0.63,Premium,60.5,57.0
1.01,Premium,60.3,59.0
1.01,Fair,67.1,59.0
1.01,Premium,61.6,60.0
0.9,Premium,62.0,62.0
0.31,Premium,60.9,60.0
0.33,Premium,62.8,58.0
0.33,Premium,61.4,58.0
0.33,Premium,61.3,59.0
0.92,Premium,61.8,59.0
0.91,Premium,61.4,60.0
0.92,Premium,62.6,59.0
1.0,Premium,62.0,62.0
1.0,Premium,60.7,61.0
1.02,Premium,62.5,58.0
0.96,Fair,65.2,58.0
0.9,Premium,59.5,57.0
0.9,Fair,64.8,59.0
0.9,Fair,64.5,61.0
0.72,Premium,62.8,58.0
0.93,Premium,62.2,55.0
0.96,Premium,59.4,56.0
1.11,Premium,61.3,59.0
1.23,Fair,67.4,56.0
1.21,Premium,59.0,60.0
1.0,Fair,66.5,55.0
1.0,Premium,59.1,59.0
1.1,Premium,63.0,59.0
1.1,Premium,62.4,59.0
1.1,Premium,61.2,57.0
1.2,Fair,65.6,57.0
0.9,Fair,64.7,58.0
0.82,Premium,59.7,61.0
1.31,Premium,59.7,59.0
1.0,Fair,66.1,62.0
1.08,Premium,59.3,61.0
1.02,Premium,59.2,59.0
0.9,Premium,59.2,60.0
0.91,Premium,61.1,59.0
0.9,Premium,60.5,57.0
0.9,Premium,60.1,59.0
0.9,Premium,62.3,57.0
0.9,Premium,58.0,57.0
0.9,Premium,61.5,59.0
0.9,Premium,62.0,61.0
0.9,Premium,61.4,62.0
0.9,Premium,60.3,55.0
0.92,Premium,59.0,59.0
1.16,Premium,61.8,59.0
1.0,Premium,61.6,59.0
1.0,Premium,60.8,58.0
1.02,Premium,61.1,59.0
1.0,Premium,61.4,61.0
1.02,Premium,60.2,60.0
1.02,Premium,61.3,57.0
1.02,Premium,60.8,58.0
0.9,Premium,61.3,58.0
1.01,Premium,60.0,60.0
0.71,Premium,59.2,59.0
0.9,Premium,61.0,55.0
1.01,Premium,61.0,61.0
1.12,Premium,62.4,59.0
0.95,Premium,59.5,56.0
1.25,Premium,58.0,59.0
0.92,Premium,61.4,58.0
0.9,Fair,64.6,54.0
1.1,Premium,59.6,59.0
0.91,Fair,64.7,61.0
0.91,Fair,65.2,57.0
0.9,Premium,60.9,59.0
1.11,Fair,64.4,58.0
0.9,Premium,60.7,59.0
1.01,Premium,59.6,60.0
1.27,Premium,60.2,62.0
1.01,Premium,62.7,58.0
1.01,Premium,60.8,59.0
1.01,Fair,65.2,56.0
1.01,Premium,61.2,59.0
0.9,Premium,62.2,60.0
1.13,Premium,62.1,60.0
1.51,Fair,67.8,59.0
1.51,Fair,67.5,56.0
1.15,Premium,59.6,59.0
1.0,Fair,65.1,60.0
1.06,Premium,61.3,60.0
0.9,Premium,61.0,59.0
0.9,Premium,62.3,58.0
0.87,Premium,58.8,56.0
0.91,Premium,61.6,60.0
0.9,Fair,64.9,56.0
1.03,Fair,66.4,56.0
1.1,Premium,59.8,61.0
1.52,Fair,67.7,58.0
0.91,Premium,62.6,58.0
1.13,Premium,61.2,58.0
0.91,Premium,58.2,61.0
0.92,Premium,62.6,59.0
1.01,Premium,61.7,60.0
1.03,Fair,66.3,57.0
1.03,Premium,62.7,62.0
1.03,Premium,61.1,61.0
1.03,Premium,62.0,60.0
1.03,Premium,62.0,58.0
1.08,Premium,60.1,59.0
0.31,Premium,59.0,57.0
0.31,Premium,62.3,55.0
0.31,Premium,61.1,55.0
0.31,Premium,62.4,60.0
0.31,Premium,61.1,57.0
0.31,Premium,60.5,60.0
0.34,Premium,62.8,58.0
0.34,Premium,60.0,58.0
0.34,Premium,61.7,61.0
0.34,Premium,63.0,58.0
0.3,Premium,62.6,57.0
0.3,Premium,61.6,59.0
0.3,Premium,61.4,57.0
0.3,Premium,59.8,57.0
0.3,Premium,59.7,60.0
0.9,Fair,65.7,59.0
0.93,Premium,61.8,59.0
0.9,Fair,65.7,57.0
1.01,Premium,62.9,57.0
0.93,Fair,64.6,58.0
1.25,Premium,59.8,58.0
0.92,Premium,61.5,60.0
0.9,Fair,65.7,65.0
1.0,Premium,61.0,59.0
1.02,Fair,65.5,59.0
1.02,Premium,62.5,58.0
0.86,Fair,64.6,58.8
0.94,Premium,60.4,59.0
1.01,Premium,60.5,61.0
1.0,Fair,64.6,54.0
1.0,Fair,65.3,55.0
1.0,Premium,60.3,62.0
1.0,Premium,60.7,58.0
1.0,Premium,60.1,62.0
1.0,Fair,69.0,56.0
0.91,Premium,62.6,56.0
1.22,Fair,64.7,61.0
1.51,Fair,65.6,61.0
1.03,Fair,65.6,58.0
1.01,Premium,59.6,62.0
0.76,Premium,60.6,59.0
1.0,Fair,65.6,66.0
0.96,Premium,62.7,58.0
1.02,Premium,61.4,60.0
1.02,Premium,59.2,59.0
0.9,Premium,61.5,59.0
1.04,Premium,62.0,57.0
1.04,Premium,62.0,57.0
0.9,Premium,62.9,58.0
0.9,Premium,60.6,61.0
0.9,Premium,61.3,60.0
0.9,Premium,62.7,59.0
0.9,Premium,62.7,58.0
1.07,Premium,60.0,59.0
0.71,Premium,62.7,60.0
1.04,Premium,58.3,58.0
1.04,Premium,60.3,58.0
1.0,Premium,62.8,59.0
1.0,Fair,64.7,52.0
1.0,Premium,62.5,56.0
0.9,Premium,59.8,61.0
1.0,Premium,60.8,58.0
1.0,Premium,61.6,59.0
0.9,Premium,62.7,58.0
1.04,Fair,65.8,58.0
1.5,Premium,62.4,60.0
0.91,Premium,62.3,57.0
1.2,Premium,61.7,57.0
1.01,Premium,62.3,60.0
1.01,Premium,62.8,58.0
1.16,Premium,62.1,59.0
0.9,Fair,62.6,58.0
1.02,Fair,65.3,58.0
0.92,Premium,62.1,59.0
0.92,Premium,61.8,58.0
1.01,Premium,63.0,55.0
1.01,Premium,60.7,58.0
1.0,Premium,60.3,58.0
1.01,Premium,61.9,59.0
1.14,Premium,62.4,59.0
0.9,Premium,62.3,61.0
1.01,Premium,60.4,57.0
1.01,Premium,59.5,60.0
1.01,Fair,60.0,60.0
1.01,Fair,64.9,56.0
1.01,Premium,61.8,61.0
1.02,Fair,65.5,57.0
0.93,Premium,61.7,60.0
0.9,Premium,59.9,59.0
0.9,Premium,58.9,59.0
0.85,Premium,60.2,60.0
0.9,Premium,60.1,62.0
1.11,Premium,62.5,57.0
1.08,Premium,62.7,57.0
0.9,Fair,65.7,58.0
1.0,Premium,61.8,58.0
1.0,Premium,58.5,59.0
0.96,Premium,60.6,60.0
0.9,Premium,62.8,58.0
0.9,Premium,61.2,61.0
0.9,Premium,63.0,61.0
0.93,Premium,60.8,60.0
0.9,Premium,62.1,60.0
0.9,Fair,60.4,61.0
0.8,Premium,60.5,59.0
0.73,Fair,57.4,59.0
0.93,Premium,61.8,59.0
1.05,Fair,65.4,59.0
1.01,Fair,58.7,67.0
1.01,Fair,59.8,66.0
0.91,Premium,62.2,57.0
0.91,Fair,64.7,56.0
0.3,Premium,61.8,58.0
0.3,Premium,61.2,60.0
0.3,Premium,62.7,58.0
0.34,Premium,61.7,58.0
0.34,Premium,61.3,61.0
0.34,Premium,61.8,57.0
0.34,Premium,60.2,59.0
0.34,Premium,59.2,61.0
0.34,Premium,62.7,58.0
0.34,Premium,62.8,59.0
0.34,Premium,60.0,62.0
0.3,Premium,58.8,60.0
0.3,Premium,60.1,62.0
0.3,Premium,61.0,57.0
0.3,Premium,62.9,59.0
0.3,Premium,60.9,58.0
0.3,Premium,62.3,58.0
0.3,Premium,60.2,60.0
0.3,Premium,62.4,58.0
0.3,Premium,61.4,59.0
1.01,Premium,62.6,58.0
1.01,Premium,62.6,55.0
0.95,Premium,62.9,57.0
1.01,Premium,61.7,60.0
1.0,Fair,64.8,55.0
1.0,Premium,59.8,56.0
1.52,Premium,61.7,58.0
1.02,Premium,62.3,58.1
0.75,Premium,62.4,57.0
1.05,Premium,62.7,61.0
1.05,Premium,63.0,57.0
0.91,Premium,62.5,56.0
1.06,Premium,62.0,58.0
1.03,Premium,63.0,60.0
0.94,Premium,60.4,59.0
1.05,Premium,60.1,60.0
1.14,Premium,62.2,61.0
1.0,Fair,55.2,64.0
1.2,Premium,60.9,60.0
0.9,Premium,61.7,58.0
1.0,Premium,62.6,56.0
0.95,Premium,59.7,61.0
1.06,Premium,62.6,59.0
0.71,Premium,62.5,57.0
1.04,Premium,62.1,58.0
1.0,Fair,68.2,60.0
1.17,Fair,59.2,68.0
1.0,Fair,68.9,56.0
0.91,Fair,66.8,58.0
1.01,Fair,65.2,57.0
1.01,Premium,59.2,58.0
1.02,Fair,65.3,59.0
1.12,Premium,61.0,60.0
1.02,Premium,61.4,60.0
0.9,Premium,63.0,62.0
0.9,Premium,62.7,59.0
0.9,Premium,59.0,58.0
0.91,Premium,61.5,60.0
0.91,Premium,59.1,60.0
0.91,Premium,60.8,59.0
0.91,Premium,61.6,60.0
1.01,Premium,61.7,58.0
0.9,Fair,64.6,59.0
1.06,Premium,61.5,58.0
0.91,Premium,62.7,59.0
1.0,Premium,61.2,59.0
0.9,Premium,62.9,62.0
0.91,Premium,59.6,60.0
1.0,Premium,61.7,57.0
0.92,Premium,61.8,58.0
1.11,Premium,59.3,59.0
0.91,Fair,64.4,60.0
1.01,Fair,64.7,58.0
1.02,Premium,61.2,59.0
1.02,Premium,63.0,58.0
1.02,Premium,61.8,58.0
1.02,Premium,62.0,59.0
0.9,Premium,60.4,59.0
0.9,Premium,61.6,59.0
1.0,Premium,60.2,62.0
1.0,Premium,61.7,58.0
1.0,Premium,59.3,62.0
1.0,Premium,60.4,58.0
1.04,Premium,62.1,59.0
1.08,Fair,64.9,60.0
1.04,Premium,62.2,59.0
1.14,Premium,60.4,59.0
1.21,Fair,69.6,55.0
1.21,Fair,65.6,56.0
1.0,Premium,61.0,61.0
1.0,Fair,65.5,54.0
1.0,Premium,59.6,61.0
0.92,Premium,59.3,61.0
1.01,Fair,64.5,59.0
1.01,Fair,65.3,61.0
1.01,Premium,62.1,57.0
1.01,Premium,62.8,58.0
0.94,Premium,62.6,57.0
1.2,Premium,62.3,60.0
1.01,Fair,64.7,57.0
0.96,Premium,59.2,61.0
0.87,Premium,59.9,59.0
1.01,Premium,61.1,58.0
0.9,Fair,65.2,61.0
0.96,Premium,60.6,60.0
1.03,Fair,65.3,59.0
1.03,Premium,61.7,61.0
1.0,Premium,60.7,58.0
0.92,Premium,59.4,59.0
0.71,Premium,60.4,59.0
0.95,Premium,60.0,60.0
0.9,Premium,61.0,60.0
0.9,Premium,60.2,59.0
1.26,Fair,64.9,60.0
0.9,Premium,62.5,62.0
0.9,Premium,62.6,60.0
1.0,Premium,59.4,62.0
0.91,Premium,59.2,62.0
1.0,Premium,59.4,62.0
1.13,Premium,58.3,60.0
1.05,Premium,62.2,59.0
1.01,Fair,59.6,62.0
0.91,Premium,61.2,58.0
1.0,Fair,56.9,63.0
1.12,Premium,61.4,59.0
0.3,Premium,62.9,58.0
0.3,Premium,62.4,59.0
0.3,Premium,62.2,59.0
0.3,Premium,61.0,61.0
0.3,Premium,61.2,57.0
1.1,Fair,65.5,57.0
1.02,Premium,62.3,58.0
1.03,Fair,57.4,61.0
0.76,Premium,60.6,58.0
0.92,Premium,60.9,58.0
1.24,Premium,60.0,60.0
1.04,Premium,60.6,59.0
1.01,Premium,63.0,60.0
1.01,Premium,58.3,58.0
1.01,Premium,60.0,59.0
1.01,Premium,62.7,59.0
0.91,Premium,62.8,59.0
1.05,Premium,60.1,60.0
1.13,Premium,62.5,57.0
1.01,Premium,62.1,59.0
1.18,Fair,57.0,66.0
1.06,Premium,62.6,59.0
1.29,Premium,58.6,60.0
1.04,Premium,60.0,58.0
1.01,Premium,61.1,57.0
1.02,Premium,60.7,56.0
0.95,Premium,58.9,61.0
0.92,Premium,62.0,60.0
0.91,Premium,61.5,60.0
0.97,Premium,58.0,62.0
1.18,Premium,62.8,59.0
1.04,Premium,61.6,58.0
1.0,Premium,62.9,60.0
0.92,Premium,59.6,59.0
1.01,Fair,57.9,57.0
0.92,Premium,59.4,60.0
0.9,Premium,60.3,60.0
1.1,Premium,62.1,56.0
1.0,Premium,62.7,62.0
0.9,Premium,62.3,58.0
1.0,Premium,60.2,61.0
1.01,Premium,62.8,59.0
1.0,Fair,56.4,61.0
1.0,Premium,61.3,58.0
1.0,Premium,61.2,59.0
1.0,Premium,61.5,58.0
1.0,Premium,58.7,58.0
0.51,Fair,65.4,60.0
0.91,Premium,59.6,60.0
0.88,Premium,60.7,55.0
1.01,Premium,63.0,59.0
0.92,Fair,56.0,60.0
0.9,Premium,60.4,59.0
1.18,Premium,62.9,58.0
1.01,Premium,59.4,59.0
0.9,Fair,64.7,54.0
0.9,Premium,58.3,60.0
0.9,Fair,57.5,66.0
0.9,Premium,61.0,59.0
1.08,Premium,59.9,58.0
0.92,Premium,62.4,59.0
0.9,Premium,62.6,58.0
0.9,Premium,61.7,62.0
0.71,Premium,61.8,56.0
0.93,Premium,60.3,61.0
0.92,Premium,62.1,58.0
0.92,Premium,61.7,59.0
1.12,Premium,61.0,59.0
1.28,Premium,59.4,61.0
0.91,Premium,61.0,61.0
1.01,Premium,61.6,58.0
0.9,Fair,66.1,55.0
1.03,Premium,61.8,58.0
0.97,Premium,62.2,56.0
0.91,Premium,62.4,56.0
1.14,Premium,61.8,59.0
0.9,Premium,59.7,60.0
0.72,Premium,61.3,60.0
1.2,Premium,59.6,62.0
0.9,Premium,60.6,59.0
1.0,Fair,64.0,49.0
1.05,Premium,60.9,61.0
0.71,Premium,58.8,58.0
1.03,Premium,61.8,58.0
0.91,Premium,61.2,58.0
1.01,Premium,62.8,61.0
1.01,Premium,60.6,61.0
1.01,Premium,62.5,58.0
1.01,Premium,62.7,59.0
1.04,Premium,61.6,56.0
0.91,Premium,61.9,61.0
1.09,Premium,61.9,61.0
0.91,Premium,62.3,57.0
1.0,Fair,68.3,61.0
1.18,Premium,62.5,58.0
1.0,Fair,65.2,62.0
1.0,Fair,65.0,56.0
0.32,Premium,62.4,58.0
0.32,Premium,59.7,60.0
0.32,Premium,62.6,58.0
0.32,Premium,61.1,57.0
0.32,Premium,62.2,59.0
1.0,Fair,66.5,59.0
1.2,Premium,62.1,57.0
0.77,Premium,59.4,59.0
0.8,Premium,61.7,58.0
0.92,Premium,61.8,59.0
1.09,Premium,61.6,61.0
1.09,Premium,61.9,58.0
1.01,Premium,62.1,59.0
1.01,Premium,59.4,57.0
1.02,Fair,64.6,55.0
1.03,Premium,60.2,55.0
1.0,Fair,59.3,66.0
0.91,Premium,62.2,59.0
0.91,Premium,62.6,58.0
0.91,Premium,62.8,58.0
0.91,Premium,61.8,60.0
1.0,Premium,62.4,56.0
1.11,Premium,61.9,58.0
1.08,Fair,65.1,54.0
1.01,Premium,60.6,59.0
0.9,Premium,62.2,60.0
1.21,Fair,64.6,59.0
